start_date,end_date,pollster,sample_size,dem,rep,ind,methodology,pollster_rating_id,numeric_grade
2022-11-30,2022-12-02,Morning Consult,7439.0,46.0,44.0,,Online Panel,218,1.8
2022-11-29,2022-12-01,Morning Consult,7439.0,46.0,44.0,,Online Panel,218,1.8
2022-11-28,2022-11-30,Morning Consult,7439.0,47.0,43.0,,Online Panel,218,1.8
2022-11-27,2022-11-29,Morning Consult,7439.0,47.0,43.0,,Online Panel,218,1.8
2022-11-26,2022-11-28,Morning Consult,7439.0,47.0,43.0,,Online Panel,218,1.8
2022-11-25,2022-11-27,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-11-24,2022-11-26,Morning Consult,7439.0,46.0,44.0,,Online Panel,218,1.8
2022-11-23,2022-11-25,Morning Consult,7439.0,46.0,44.0,,Online Panel,218,1.8
2022-11-22,2022-11-24,Morning Consult,7439.0,47.0,44.0,,Online Panel,218,1.8
2022-11-21,2022-11-23,Morning Consult,7439.0,46.0,44.0,,Online Panel,218,1.8
2022-11-20,2022-11-22,Morning Consult,7439.0,46.0,44.0,,Online Panel,218,1.8
2022-11-19,2022-11-21,Morning Consult,7439.0,46.0,44.0,,Online Panel,218,1.8
2022-11-18,2022-11-20,Morning Consult,7439.0,46.0,44.0,,Online Panel,218,1.8
2022-11-18,2022-11-19,Emerson,1380.0,45.1,42.9,,IVR/Online Panel,88,2.9
2022-11-17,2022-11-19,Morning Consult,7439.0,47.0,43.0,,Online Panel,218,1.8
2022-11-16,2022-11-18,Morning Consult,7439.0,47.0,43.0,,Online Panel,218,1.8
2022-11-15,2022-11-17,Morning Consult,7439.0,47.0,43.0,,Online Panel,218,1.8
2022-11-14,2022-11-16,Morning Consult,7439.0,47.0,43.0,,Online Panel,218,1.8
2022-11-13,2022-11-15,Morning Consult,7439.0,47.0,44.0,,Online Panel,218,1.8
2022-11-12,2022-11-14,Morning Consult,7439.0,48.0,44.0,,Online Panel,218,1.8
2022-11-11,2022-11-13,Morning Consult,7439.0,48.0,44.0,,Online Panel,218,1.8
2022-11-10,2022-11-12,Morning Consult,7439.0,48.0,44.0,,Online Panel,218,1.8
2022-11-09,2022-11-11,Morning Consult,7439.0,47.0,44.0,,Online Panel,218,1.8
